320	अधि-आत्मम्	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "आत्मम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
321	पुरुष-उत्तम	[["1.1", "पुरुष-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "उत्तम", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
322	अधि-भूतम्	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "भूतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
323	अधि-दैवम्	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "दैवम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
324	अ-संयत-आत्मना	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "संयत-", "बहुव्रीहिः,1.3"], ["1.3", "आत्मना", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
325	वश्य-आत्मना	[["1.1", "वश्य-", "बहुव्रीहिः,1.2"], ["1.2", "आत्मना", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
326	केशव-अर्जुनयोः	[["1.1", "केशव-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "अर्जुनयोः", "कर्ता,2.1"], ["2.1", "भवतः", "अभिहित_कर्ता,1.2"]]
327	संस्पर्श-जाः	[["1.1", "संस्पर्श-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "जाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
328	दुःख-योनयः	[["1.1", "दुःख-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "योनयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
329	आदि-अन्तवन्तः	[["1.1", "आदि-", "द्वन्द्वः,1.2"], ["1.2", "अन्तवन्तः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
330	देह-भृत्	[["1.1", "देह-", "उपपद_तत्पुरुषः,1.2"], ["1.2", "भृत्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
331	उत्तम-विदाम्	[["1.1", "उत्तम-", "उपपद_तत्पुरुषः,1.2"], ["1.2", "विदाम्", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
332	अ-मलान्	[["1.1", "अ-", "नञ्_तत्पुरुषः,1.2"], ["1.2", "मलान्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
333	लोभ-उपहत-चेतसः	[["1.1", "लोभ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "उपहत-", "बहुव्रीहिः,1.3"], ["1.3", "चेतसः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.3"]]
334	कुल-क्षय-कृतम्	[["1.1", "कुल-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "क्षय-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "कृतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
335	मित्र-द्रोहे	[["1.1", "मित्र-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "द्रोहे", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
336	कुल-क्षय-कृतम्	[["1.1", "कुल-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "क्षय-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "कृतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
337	प्रकृति-जैः	[["1.1", "प्रकृति-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "जैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
338	शुभ-अ-शुभ-फलैः	[["1.1", "शुभ-", "द्वन्द्वः,1.3"], ["1.2", "अ-", "नञ्-तत्पुरुषः,1.3"], ["1.3", "शुभ-", "षष्ठी-तत्पुरुषः,1.4"], ["1.4", "फलैः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.4"]]
339	कर्म-बन्धनैः	[["1.1", "कर्म-", "कर्मधारयः,1.2"], ["1.2", "बन्धनैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
340	सन्न्यास-योग-युक्त-आत्मा	[["1.1", "सन्न्यास-", "कर्मधारयः,1.2"], ["1.2", "योग-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "युक्त-", "बहुव्रीहिः,1.4"], ["1.4", "आत्मा", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
341	वि-मुक्तः	[["1.1", "वि-", "बहुव्रीहिः,1.2"], ["1.2", "मुक्तः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
342	सुर-गणाः	[["1.1", "सुर-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "गणाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
343	अ-परम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "परम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
344	परम-इष्वासः	[["1.1", "परम-", "बहुव्रीहिः,1.2"], ["1.2", "इष्वासः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
345	महा-रथः	[["1.1", "महा-", "कर्मधारयः,1.2"], ["1.2", "रथः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
346	धृष्ट-द्युम्नः	[["1.1", "धृष्ट-", "बहुव्रीहिः,1.2"], ["1.2", "द्युम्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
347	अ-पराजितः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "पराजितः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
348	पृथिवी-पते	[["1.1", "पृथिवी-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "पते", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
349	महा-बाहुः	[["1.1", "महा-", "कर्मधारयः,1.2"], ["1.2", "बाहुः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
350	पूर्व-अभ्यासेन	[["1.1", "पूर्व-", "कर्मधारयः,1.2"], ["1.2", "अभ्यासेन", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
351	अ-वशः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "वशः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
352	शब्द-ब्रह्म	[["1.1", "शब्द-", "कर्मधारयः,1.2"], ["1.2", "ब्रह्म", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
353	अ-व्यभिचारेण	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "व्यभिचारेण", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
354	भक्ति-योगेन	[["1.1", "भक्ति-", "कर्मधारयः,1.2"], ["1.2", "योगेन", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
355	ब्रह्म-भूयाय	[["1.1", "ब्रह्म-", "षष्ठी_तत्पुरुषः,1.2"], ["1.2", "भूयाय", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
356	अ-सत्	[["1.1", "अ-", "नञ्_तत्पुरुषः,1.2"], ["1.2", "सत्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
357	वि-मुक्तः	[["1.1", "वि-", "बहुव्रीहिः,1.2"], ["1.2", "मुक्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
358	तमः-द्वारैः	[["1.1", "तमः-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "द्वारैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
359	सत्कार-मान-पूजा-अर्थम्	[["1.1", "सत्कार-", "इतरेतर-द्वन्द्वः,1.3"], ["1.2", "मान-", "इतरेतर-द्वन्द्वः,1.3"], ["1.3", "पूजा-", "चतुर्थी-तत्पुरुषः,1.4"], ["1.4", "अर्थम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
360	अ-ध्रुवम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "ध्रुवम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
361	मुक्त-सङ्गः	[["1.1", "मुक्त-", "बहुव्रीहिः,1.2"], ["1.2", "सङ्गः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
362	अन्-अहंवादी	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "अहंवादी", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
363	धृति-उत्साह-समन्वितः	[["1.1", "धृति-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "उत्साह-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "समन्वितः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
364	सिद्धि-अ-सिद्ध्योः	[["1.1", "सिद्धि-", "इतरेतर-द्वन्द्वः,1.3"], ["1.2", "अ-", "नञ्-तत्पुरुषः,1.3"], ["1.3", "सिद्ध्योः", "कर्ता,2.1"], ["2.1", "भवतः", "अभिहित_कर्ता,1.3"]]
365	निर्-विकारः	[["1.1", "निर्-", "बहुव्रीहिः,1.2"], ["1.2", "विकारः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
366	स्व-धर्मः	[["1.1", "स्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "धर्मः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
367	वि-गुणः	[["1.1", "वि-", "बहुव्रीहिः,1.2"], ["1.2", "गुणः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
368	पर-धर्मात्	[["1.1", "पर-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "धर्मात्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
369	सु-अनुष्ठितात्	[["1.1", "सु-", "तत्पुरुषः,1.2"], ["1.2", "अनुष्ठितात्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
370	स्व-धर्मे	[["1.1", "स्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "धर्मे", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
371	पर-धर्मः	[["1.1", "पर-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "धर्मः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
372	भय-(भवति)	[["1.1", "भय-", "उपपद-तत्पुरुषः,1.2"], ["1.1", "(भवति)", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.1"]]
373	अति-नीचम्	[["1.1", "अति-", "तत्पुरुषः,1.2"], ["1.2", "नीचम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
374	चैल-अजिन-कुश-उत्तरम्	[["1.1", "चैल-", "द्वन्द्वः,1.2"], ["1.2", "अजिन-", "पञ्चमी-तत्पुरुषः,1.3"], ["1.3", "कुश-", "बहुव्रीहिः,1.4"], ["1.4", "उत्तरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
375	एक-अग्रम्	[["1.1", "एक-", "बहुव्रीहिः,1.2"], ["1.2", "अग्रम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
376	यत-चित्त-इन्द्रिय-क्रियः	[["1.1", "यत-", "बहुव्रीहिः,1.4"], ["1.2", "चित्त-", "द्वन्द्वः,1.3"], ["1.3", "इन्द्रिय-", "षष्ठी-तत्पुरुषः,1.4"], ["1.4", "क्रियः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
377	आत्म-विशुद्धये	[["1.1", "आत्म-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "विशुद्धये", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
378	कटु-अम्ल-लवण-अत्युष्ण-तीक्ष्ण-रूक्ष-विदाहिनः	[["1.1", "कटु-", "इतरेतर-द्वन्द्वः,1.7"], ["1.2", "अम्ल-", "इतरेतर-द्वन्द्वः,1.7"], ["1.3", "लवण-", "इतरेतर-द्वन्द्वः,1.7"], ["1.4", "अत्युष्ण-", "इतरेतर-द्वन्द्वः,1.7"], ["1.5", "तीक्ष्ण-", "इतरेतर-द्वन्द्वः,1.7"], ["1.6", "रूक्ष-", "इतरेतर-द्वन्द्वः,1.7"], ["1.7", "विदाहिनः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.7"]]
379	दुःख-शोक-आमय-प्रदाः	[["1.1", "दुःख-", "इतरेतर-द्वन्द्वः,1.3"], ["1.2", "शोक-", "इतरेतर-द्वन्द्वः,1.3"], ["1.3", "आमय-", "उपपद-तत्पुरुषः,1.4"], ["1.4", "प्रदाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.4"]]
380	रथ-उत्तमम्	[["1.1", "रथ-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "उत्तमम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
381	भीष्म-द्रोण-प्रमुखतः	[["1.1", "भीष्म-", "द्वन्द्वः,1.2"], ["1.2", "द्रोण-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "प्रमुखतः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
382	मत्-अनुग्रहाय	[["1.1", "मत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अनुग्रहाय", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
383	अधि-आत्म-सञ्ज्ञितम्	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "आत्म-", "कर्मधारयः,1.3"], ["1.3", "सञ्ज्ञितम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
384	देव-व्रताः	[["1.1", "देव-", "बहुव्रीहिः,1.2"], ["1.2", "व्रताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
385	पितृ-व्रताः	[["1.1", "पितृ-", "बहुव्रीहिः,1.2"], ["1.2", "व्रताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
386	भूत-इज्याः	[["1.1", "भूत-", "बहुव्रीहिः,1.2"], ["1.2", "इज्याः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
387	मत्-याजिनः	[["1.1", "मत्-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "याजिनः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
388	यज्ञ-शिष्टा-अशिनः	[["1.1", "यज्ञ-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "शिष्टा-", "उपपद-तत्पुरुषः,1.3"], ["1.3", "अशिनः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.3"]]
389	सर्व-किल्बिषैः	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "किल्बिषैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
390	आत्म-कारणात्	[["1.1", "आत्म-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "कारणात्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
391	कर्म-फल-संयोगम्	[["1.1", "कर्म-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "फल-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "संयोगम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
392	स्व-भावः	[["1.1", "स्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भावः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
393	तत्-भाव-भावितः	[["1.1", "तत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भाव-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "भावितः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
394	सर्व-कर्म-फल-त्यागम्	[["1.1", "सर्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "कर्म-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "फल-", "षष्ठी_तत्पुरुषः,1.4"], ["1.4", "त्यागम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
395	सर्व-भूतेषु	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "भूतेषु", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
396	अ-भयम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "भयम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
397	सत्त्व-संशुद्धिः	[["1.1", "सत्त्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "संशुद्धिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
398	ज्ञान-योग-व्यवस्थितिः	[["1.1", "ज्ञान-", "षष्ठी-तत्पुरुषः-,1.2"], ["1.2", "योग-", "सप्तमी-तत्पुरुषः,1.3"], ["1.3", "व्यवस्थितिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
399	स्व-अध्यायः	[["1.1", "स्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अध्यायः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
400	अ-हिंसा	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "हिंसा", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
401	अ-क्रोधः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "क्रोधः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
402	अ-पैशुनम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "पैशुनम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
403	अ-लोलुप्त्वम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "लोलुप्त्वम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
404	अ-चापलम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "चापलम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
405	अ-द्रोहः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "द्रोहः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
406	अति-मानिता	[["1.1", "अति-", "बहुव्रीहिः,1.2"], ["1.2", "मानिता", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
407	अ-प्रतीकारम्	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "प्रतीकारम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
408	अ-शस्त्रम्	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "शस्त्रम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
409	शस्त्र-पाणयः	[["1.1", "शस्त्र-", "बहुव्रीहिः,1.2"], ["1.2", "पाणयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
410	वीत-राग-भय-क्रोधाः	[["1.1", "वीत-", "बहुव्रीहिः,1.4"], ["1.2", "राग-", "द्वन्द्वः,1.4"], ["1.3", "भय-", "द्वन्द्वः,1.4"], ["1.4", "क्रोधाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.4"]]
411	ज्ञान-तपसा	[["1.1", "ज्ञान-", "कर्मधारयः,1.2"], ["1.2", "तपसा", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
412	मत्-भावम्	[["1.1", "मत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भावम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
413	अनु-बन्धम्	[["1.1", "अनु-", "अव्ययीभावः,1.2"], ["1.2", "बन्धम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
414	अन्-अवेक्ष्य	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "अवेक्ष्य", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
415	यदृच्छा-लाभ-सन्तुष्टः	[["1.1", "यदृच्छा-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "लाभ-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "सन्तुष्टः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
416	द्वन्द्व-अतीतः	[["1.1", "द्वन्द्व-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "अतीतः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
417	अ-सिद्धौ	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "सिद्धौ", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
418	वि-भूतिं	[["1.1", "वि-", "कर्मधारयः,1.2"], ["1.2", "भूतिं", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
419	अ-विकम्पेन	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "विकम्पेन", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
420	स-अधिभूत-अधिदैवं	[["1.1", "स-", "बहुव्रीहिः,1.2"], ["1.2", "अधिभूत-", "द्वन्द्वः,1.3"], ["1.3", "अधिदैवं", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
421	स-अधि-यज्ञं	[["1.1", "स-", "बहुव्रीहिः,1.3"], ["1.2", "अधि-", "तत्पुरुषः,1.3"], ["1.3", "यज्ञं", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
422	प्रयाण-काले	[["1.1", "प्रयाण-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "काले", "कर्ता,2.1"], ["2.1", "स्तः", "अभिहित_कर्ता,1.2"]]
423	र्युक्त-चेतसः	[["1.1", "र्युक्त-", "बहुव्रीहिः,1.2"], ["1.2", "चेतसः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
424	तत्त्व-दर्शिनः	[["1.1", "तत्त्व-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "दर्शिनः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
425	प्रकृति-सम्भवाः	[["1.1", "प्रकृति-", "पञ्चमी-तत्पुरुषः,1.2"], ["1.2", "सम्भवाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
426	सर्व-भावेन	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "भावेन", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
427	तत्-प्रसादात्	[["1.1", "तत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "प्रसादात्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
428	वि-भूतीनाम्	[["1.1", "वि-", "बहुव्रीहिः,1.2"], ["1.2", "भूतीनाम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
429	वि-भूतेः	[["1.1", "वि-", "बहुव्रीहिः,1.2"], ["1.2", "भूतेः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
430	सुविरूढ-मूलम्	[["1.1", "सुविरूढ-", "बहुव्रीहिः,1.2"], ["1.2", "मूलम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
431	अ-सङ्ग-शस्त्रेण	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "सङ्ग-", "कर्मधारयः,1.3"], ["1.3", "शस्त्रेण", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
432	नभः-स्पृशम्	[["1.1", "नभः-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "स्पृशम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
433	अन्-एक-वर्णम्	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "एक-", "कर्मधारयः,1.3"], ["1.3", "वर्णम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
434	व्यात्त-आननम्	[["1.1", "व्यात्त-", "बहुव्रीहिः,1.2"], ["1.2", "आननम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
435	दीप्त-विशाल-नेत्रम्	[["1.1", "दीप्त-", "कर्मधारयः,1.2"], ["1.2", "विशाल-", "बहुव्रीहिः,1.3"], ["1.3", "नेत्रम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
436	प्रव्यथित-अन्तः-आत्मा	[["1.1", "प्रव्यथित-", "कर्मधारयः,1.2"], ["1.2", "अन्तः-", "बहुव्रीहिः,1.3"], ["1.3", "आत्मा", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
437	प्रिय-कृत्तमः	[["1.1", "प्रिय-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "कृत्तमः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
438	अ-कर्मकृत्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "कर्मकृत्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
439	प्रकृति-जैः	[["1.1", "प्रकृति-", "उपपदसमासः,1.2"], ["1.2", "जैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
